Gene	Vector-1	Vector-2	Vector-3	CEP120-1	CEP120-2	CEP120-3
WDR27	636	526	629	686	805	712
WDR24	524	545	545	678	718	573
CLUHP3	206	264	240	241	287	242
WDR20	731	741	749	726	718	1098
GNAO1	987	900	915	1366	1319	1185
LINC00869	111	138	108	128	112	131
LINC00868	0	0	0	0	0	0
ASCL2	0	0	0	0	0	0
LINC00862	12	15	14	20	25	13
LINC00861	0	0	0	0	0	0
ASCL1	0	0	0	0	0	1
LINC00867	0	0	0	0	0	0
LINC00866	0	2	0	0	0	0
LINC00865	0	4	1	0	0	2
ASCL5	0	1	1	0	0	1
IGF2BP1	1949	1756	1911	2430	2311	2448
IGF2BP3	1570	1282	1468	1798	1774	1805
IGF2BP2	683	735	647	728	879	795
CD101	3	10	0	0	1	10
KIF1A	0	0	0	0	0	0
KIF1B	3775	3612	3382	4350	4901	4498
KIF1C	5745	5562	4694	5925	6037	6286
CD109	4363	4429	4835	5057	5128	5784
ZFP36	1318	995	1104	1281	1005	1614
ZFP37	81	102	70	74	123	111
ZFP30	129	169	169	206	195	213
SPIRE1	3268	2978	3123	3613	3525	3794
AIM1L	6	0	0	0	1	0
NLRP11	0	0	0	4	0	4
NLRP10	0	0	0	0	0	0
NLRP13	0	0	0	0	0	0
NLRP12	0	0	0	0	0	0
DKK1	816	613	780	902	865	934
LOXL1	158	194	114	169	170	125
LOXL2	5644	5233	4895	6415	7507	6616
LOXL3	60	69	54	61	91	77
LOXL4	29	11	29	22	18	27
SPATC1L	120	96	99	88	114	134
VIPR2	1	3	9	4	16	0
VIPR1	16	10	13	12	20	5
MIR1343	0	0	0	0	0	0
DIRC1	0	0	0	0	0	0
DIRC2	725	766	731	916	813	1022
FAM207A	1135	1354	1011	1353	1310	1473
PPP4R1-AS1	2	0	2	1	0	0
MIRLET7A1	0	0	0	0	0	0
MIRLET7A2	1	0	0	2	4	0
LOC100128770	1	7	3	1	1	1
DEFB129	0	0	0	0	0	0
DEFB128	0	0	0	0	0	0
DEFB127	0	0	0	0	0	0
DEFB126	0	0	0	0	0	0
DEFB125	0	0	0	0	0	0
DEFB124	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
CACNG7	0	0	0	0	0	0
LOC440117	0	0	0	0	0	0
LINC02168	0	0	0	0	1	0
RANBP10	824	736	809	1015	1080	902
RANBP17	209	130	166	233	228	221
LINC02167	0	1	0	0	0	0
SELENBP1	525	453	448	651	498	701
NSFL1C	1518	1515	1371	1501	1639	1758
LOC105378721	16	14	27	29	18	22
ZNF542P	0	0	0	0	0	0
LAS1L	3431	3077	2885	3815	3723	3757
SLC25A22	1099	1264	1008	1313	1231	1496
SLC25A23	1517	1359	1504	1614	1689	1655
SLC25A20	384	558	482	458	473	527
SLC25A21	53	42	74	75	76	66
SLC25A26	634	619	576	663	678	735
SLC25A27	59	47	88	106	95	47
SLC25A24	2133	2123	2277	2352	2291	2662
SLC25A25	1692	1698	1598	1813	1592	2090
SLC25A28	735	723	760	896	774	954
SLC25A29	866	937	984	1036	929	1316
FLNB-AS1	38	16	25	37	57	12
COL18A1-AS1	0	6	0	0	0	0
COPB1	7484	7871	7274	7789	8008	9519
COPB2	8416	8390	8325	9113	9185	9956
KDELC1	384	501	369	423	471	506
KDELC2	1157	1306	1067	1322	1436	1274
PCBP2-OT1	1	3	2	2	0	2
ZBBX	0	4	0	0	0	0
MKS1	455	536	457	563	596	596
CADM2-AS2	0	0	0	0	0	0
TRIM64C	0	0	0	0	0	0
TRIM64B	0	0	0	0	0	0
LOC400710	0	3	2	2	2	2
LOC102725121	0	1	0	0	2	2
LOC100507747	2	0	0	6	11	4
GLB1L	179	183	166	178	247	220
AP4B1-AS1	7	0	1	11	0	3
MAGEC1	0	0	0	0	0	0
MAGEC3	1	0	4	0	4	5
MAGEC2	0	0	0	0	0	0
PSTPIP2	305	173	232	242	195	295
PSTPIP1	1	0	2	1	9	0
POFUT2	747	668	718	820	933	901
SNX17	2876	3645	3004	3547	3464	3662
SNX16	587	480	567	488	522	613
SNX15	0	3	2	4	4	0
SNX14	2077	2023	2076	2240	2439	2506
SNX13	1108	1039	1045	1274	1377	1304
SNX12	2003	2268	1884	2285	2464	2353
SNX11	766	818	634	777	806	758
SNX10	121	118	115	158	126	171
CCAT2	0	0	0	1	1	0
SNX19	1671	1494	1726	1983	2131	1916
SNX18	360	405	311	413	436	384
ICAM5	720	632	654	820	854	863
ICAM4	0	0	0	0	0	0
ICAM3	1	0	1	0	0	0
ICAM2	0	0	0	0	0	0
ICAM1	3490	3387	3535	3888	3840	4274
CTDSP1	2680	2920	2181	3047	3406	3227
CTDSP2	4482	4136	4001	4988	5498	4976
CTDSPL	1083	1143	949	1277	1203	1286
LOC101927394	2	5	4	2	4	14
SMTN	217	170	105	197	205	202
TMEM87B	709	725	643	672	754	869
TMEM87A	2465	2344	2351	2790	2637	2860
NEUROD2	8	6	4	1	1	0
NEUROD1	0	0	0	0	0	0
NEUROD6	0	0	0	0	0	0
SGK2	2	0	8	5	8	6
SGK1	4670	3541	4162	4421	4624	5192
MIR34AHG	12	26	7	38	47	19
BOD1L2	0	0	0	0	0	0
BOD1L1	4823	3708	4503	5577	5879	5394
C1orf162	60	30	60	49	33	78
ZNF619	1	12	10	6	28	10
C1orf167	0	1	0	0	0	2
LINC00476	197	232	216	156	217	271
LINC00477	0	0	0	0	0	0
LINC00479	0	0	0	1	0	0
C1orf168	9	8	8	10	2	7
TRIM77	0	0	0	0	0	0
MAP4K3	2599	2230	2389	2718	2662	2880
TRIM74	8	37	12	18	10	32
TRIM73	23	36	25	24	26	30
TRIM72	0	0	11	13	2	7
TRIM71	0	0	0	0	0	0
LOC105378349	0	0	0	0	0	0
GPD1	9	8	27	17	12	33
DFNB59	101	58	89	68	86	133
GPD2	3757	3270	3369	4171	4266	4476
MICU3	107	83	97	80	115	105
MICU2	1232	1268	1221	1241	1408	1544
MICU1	1729	2068	1705	1963	2007	2271
MIR208A	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0
NEFM	0	0	0	0	0	0
NEFL	0	0	1	0	0	0
NEFH	319	275	295	329	319	325
NRG1	100	78	115	90	62	105
NRG3	0	0	0	0	0	0
NRG2	0	0	0	0	0	0
NRG4	107	83	50	84	85	98
NRGN	92	115	90	90	83	129
ASPRV1	45	44	45	70	28	38
TFCP2L1	6	3	8	9	7	6
EDDM3A	0	0	0	0	0	0
NCOA7-AS1	10	10	6	4	8	7
LOC283731	0	0	0	0	0	0
MIR3680-1	0	1	0	2	4	2
CORIN	18	17	10	24	9	15
RPS2P32	89	84	112	103	88	152
PSAT1	23933	21001	21184	25352	24197	26954
TFCP2	1532	1497	1343	1646	1706	1708
LOC105370177	4	1	0	0	0	0
PASD1	0	0	0	0	0	0
SLFN5	2036	2393	2062	2828	3984	2695
AIRN	2	1	0	0	2	6
RBM15B	5464	5197	5486	6559	6477	6998
SPINT2	19	20	6	11	11	25
SPINT3	0	0	0	0	0	0
SPINT1	7	5	20	8	18	13
SPINT4	0	0	0	0	0	0
MMADHC	4313	4329	4160	4467	4474	5495
KHK	14	35	10	18	24	40
CT83	618	648	650	605	580	872
OOEP	2	0	1	0	1	2
LOC101927877	0	0	0	0	0	0
MSRB1	655	672	531	549	593	751
OR1L3	0	0	0	0	0	0
HELZ2	254	220	139	301	317	226
MSRB2	263	312	224	282	309	227
FANCD2OS	0	3	6	6	2	19
CASP16P	1	1	0	10	8	1
EPSTI1	1	1	2	6	8	4
PROB1	172	196	117	214	230	206
PPIP5K1	591	669	617	691	817	826
LOC101928160	95	83	104	92	145	112
LOC101928161	14	20	12	26	21	31
LOC101928162	0	0	1	0	0	3
OFCC1	1	0	4	0	2	6
LOC101928168	2	2	3	2	0	6
MIR526A2	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0
OTX1	43	37	20	35	67	34
OTX2	0	0	0	0	0	0
SNORD116-10	0	0	0	0	0	0
ZFC3H1	3860	2872	3728	4308	4308	4335
ASZ1	0	1	4	1	11	1
YEATS4	1602	1814	1560	1727	1792	2299
STAG2	15415	14777	15709	17242	17387	18989
STAG3	66	58	49	71	119	48
STAG1	3377	2990	3178	3814	3561	4075
ASMTL	773	642	535	829	875	808
HMGA2	201	217	203	288	285	349
HMGA1	35504	37326	33671	38478	36668	46781
VSTM2A-OT1	0	0	0	0	0	0
MIR548AZ	0	0	0	0	0	0
TAF1A-AS1	29	46	28	51	61	63
HSPB2-C11orf52	0	0	0	0	0	0
HAX1	5242	5634	4698	5336	5392	6540
GGNBP2	3740	3742	3751	4206	4182	4741
UPF3B	2513	2596	2415	2652	2730	2844
LCA5L	34	60	46	72	53	61
C6orf229	2	5	0	0	0	1
C6orf222	0	1	0	0	0	1
C6orf223	378	355	335	390	544	361
C6orf226	216	240	208	249	178	273
PLS1	909	839	1062	934	953	1121
PLS3	11268	10934	11422	11835	12065	14103
CLASP2	2291	2359	2181	2463	2865	2787
CLASP1	3384	2963	3281	3816	4169	4049
C1orf204	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0
C5orf58	0	0	0	0	0	0
C5orf56	68	69	95	95	53	90
C5orf52	0	0	0	0	0	0
C5orf51	6632	5827	6535	7277	7357	7691
SSPN	11	4	12	6	1	2
SSPO	15	8	5	7	6	3
NELFB	2202	2350	2063	2724	2855	2826
OR10T2	0	0	0	0	0	0
CD226	7	6	4	6	5	6
ABCC5-AS1	0	0	0	4	0	0
IRX5	306	305	252	340	311	350
IRX4	0	1	0	0	0	0
IRX6	0	0	1	0	0	0
IRX1	0	0	0	0	0	0
IRX3	1673	1687	1373	2051	2037	1862
IRX2	0	0	0	0	0	0
STAU2-AS1	0	0	0	0	0	1
MIR6889	2	0	0	0	0	0
MIR6888	0	0	0	0	0	0
MCM3AP-AS1	159	126	112	206	201	169
MIR6885	0	0	0	0	0	0
MIR6884	1872	1813	1909	2073	2294	2291
MIR6887	0	0	0	1	0	0
MIR6886	4892	4012	4709	5259	4762	5898
MIR6881	0	0	0	0	0	0
MIR6880	0	0	0	0	0	0
MIR6883	5971	5903	5243	7147	8422	6770
MIR6882	0	0	1	0	1	0
CLEC2L	0	0	0	0	0	1
CLEC2A	0	0	0	0	0	0
CNPPD1	1382	1690	1610	1651	1717	1979
CLEC2B	785	682	732	816	831	761
CLEC2D	24	11	17	10	36	32
C11orf54	190	235	270	215	250	250
HACL1	2757	2829	2737	2779	2845	3511
IQSEC1	842	760	867	1111	1428	1056
APOA5	0	0	0	0	0	0
IQSEC3	0	0	0	0	0	0
IQSEC2	195	193	228	313	332	244
VPREB1	0	0	0	0	0	0
APOA1	1	0	0	0	1	1
APOA2	1	1	0	2	1	6
GPRASP1	1	3	5	7	2	2
XPO1	11040	10955	10562	12697	12384	13613
XPO5	4287	3853	3851	4716	4742	4728
XPO4	1949	1965	1890	2353	2430	2250
XPO7	3824	3716	3671	4558	5095	4750
XPO6	9373	9142	8650	10092	10620	11275
XPOT	22721	21905	22533	25475	25774	27480
MMS22L	2619	2523	2590	2871	2916	3232
INHBA-AS1	1	0	0	1	0	0
MINDY4	4	0	0	1	7	1
MINDY1	89	94	124	99	132	115
GIT1	1153	1215	1030	1369	1453	1370
MINDY3	1672	1872	1747	1908	1954	2034
MINDY2	865	806	784	898	1045	908
DCST2	7	19	17	8	31	26
DCST1	14	5	11	16	9	13
GHRH	0	1	0	0	1	0
SESN1	442	448	372	453	500	409
SESN2	4271	3464	3677	4404	4539	4768
GHRL	2	2	2	0	1	7
LINC01950	0	0	0	0	0	0
LINC01103	0	0	0	0	0	0
LINC01102	0	0	0	0	0	0
LINC01101	0	0	0	0	0	0
LINC01107	0	0	0	0	0	0
VARS	9370	8956	8610	10499	9633	11581
LINC01104	0	0	0	0	0	0
LINC01108	0	1	0	0	0	1
SPARC	9234	7655	8108	9750	9645	10162
HTR7P1	18	13	51	23	31	9
DBNDD2	51	50	49	47	59	56
DBNDD1	123	99	82	81	105	110
NFRKB	1755	1549	1581	1864	1996	2042
DBET	0	0	0	0	0	0
MIR3936	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0
MIR3934	0	0	0	0	0	0
MIR3935	0	0	0	0	0	0
LKAAEAR1	0	0	0	0	0	0
NPC1L1	26	2	12	27	5	26
MIR3938	0	0	0	0	0	0
MIR3939	0	0	0	1	3	0
OR6B1	0	0	0	0	0	0
OR6B2	0	0	0	0	0	0
OR6B3	0	0	0	0	0	0
XXYLT1-AS2	0	0	0	0	0	0
XXYLT1-AS1	0	0	0	1	0	0
HSP90B2P	15	18	10	34	29	15
OPHN1	530	442	494	602	639	526
LINC00272	0	0	0	0	0	0
LINC00273	0	0	0	0	0	0
LINC00271	12	23	8	8	7	8
LINC00276	0	0	0	0	0	0
SLIT2	179	131	135	185	143	241
SLIT1	19	14	23	17	12	21
LINC00278	0	0	0	0	0	0
LYPD6	213	188	206	227	221	293
NOLC1	9746	9356	9465	10602	10739	11403
MYRIP	0	0	0	0	0	0
ARRDC3-AS1	1	15	14	16	13	16
CYTOR	687	660	749	688	706	762
TGOLN2	4009	3592	3516	4657	5028	4467
LOC100506895	5	5	5	14	10	1
RGS7	0	0	4	0	0	0
CIRBP	4668	7354	4788	5392	6070	6954
DPY30	988	1117	950	974	947	1275
TBL2	1277	1456	1160	1511	1635	1560
TBL3	2056	1810	1809	2146	1942	2191
LINC00708	0	0	0	0	0	0
PDE8A	3420	2939	3175	3354	3619	3964
PDE8B	382	394	339	400	367	441
DBI	2863	2824	2909	2734	2600	3714
DBH	0	0	0	0	0	0
MANBA	455	443	430	504	639	560
OR7E14P	0	0	0	0	0	2
DBP	85	127	99	96	100	102
TAF5L	1589	1589	1568	1763	1851	1951
DBT	603	719	565	686	915	822
MIR943	1252	1273	1223	1386	1336	1545
MIR942	0	0	0	0	0	0
MIR944	0	0	0	0	0	0
ASTE1	165	189	131	191	212	194
MED1	4885	3908	4719	5465	5852	5561
MED6	623	590	587	534	584	660
MED7	177	238	184	255	259	247
MED4	426	425	392	462	459	477
FLJ41278	0	0	0	0	0	0
MED8	2080	2071	1860	2184	2110	2521
MED9	274	302	262	347	339	229
MNX1	237	274	158	281	276	277
RN7SK	0	0	0	0	0	0
TDRP	0	0	0	0	0	0
CCDC90B	675	876	761	830	781	906
TCF4	553	478	612	644	685	559
TCF7	153	102	81	147	163	147
TCF3	8580	8474	7619	9868	10373	10126
LOC339166	2	2	4	7	2	6
DEPDC1-AS1	9	6	0	6	4	9
LOC102723661	0	0	0	0	0	0
C8orf37-AS1	0	0	0	1	4	3
AFP	0	0	0	0	0	0
STK32C	1046	994	840	1094	1062	1173
STK32B	0	0	0	0	0	0
STK32A	0	6	0	7	8	1
PPP5C	2152	2077	2039	2454	2429	2404
RPL17-C18orf32	0	0	0	0	0	0
ISLR2	1	0	4	6	1	1
MDN1	7027	4408	6124	7599	7309	7435
AMPD3	71	66	60	63	122	82
AMPD2	1667	1242	1548	1800	1470	2156
AMPD1	0	7	23	6	2	13
AREG	442	425	408	459	372	445
MRGPRX4	0	0	0	0	0	0
UTP11	2682	2765	2825	2808	2477	3549
CST9	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0
MRGPRX3	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	1
UTP18	5390	4991	5162	5406	4982	6574
TET1	41	29	8	17	58	23
TET3	1264	894	1026	1433	1504	1370
TET2	1822	1466	1753	1986	2452	2127
LOC100506700	1	0	0	0	6	0
TMEM52B	400	451	359	378	403	530
PCBD2	393	478	371	447	614	447
PRDX6	11468	12627	11585	11930	11586	14957
PRDX5	4786	5921	4341	5323	5023	6509
PCBD1	1355	1536	1180	1401	1650	1894
SNORA36B	0	0	0	0	0	0
SNORA36C	0	0	0	0	0	0
PRDX1	14960	14124	14685	14740	13426	18989
SNORA36A	0	0	0	0	0	0
AP3S2	544	679	530	664	658	668
AP3S1	3041	3450	3245	3090	3261	4001
PITX2	2	0	0	0	0	0
PITX3	11	5	7	31	4	15
PITX1	2348	2176	1900	2410	2559	2259
AXIN2	11	9	13	18	18	15
AXIN1	2382	2457	2036	2684	2877	2575
MMRN2	1	3	4	7	2	4
MMRN1	1	0	0	0	0	1
PLA2R1	0	1	7	0	0	0
NRDE2	837	676	701	954	1016	764
LOC105372419	4	1	0	0	8	1
IGLON5	3	5	3	14	12	2
LOC105375297	0	0	0	0	0	0
LINC01668	1	0	0	0	0	0
LINC01669	2	1	0	0	0	0
ABRA	0	0	0	0	1	1
LINC01662	0	0	0	0	0	0
LINC01660	0	0	0	0	0	0
LINC01664	4	1	0	0	0	0
LINC01665	0	0	0	0	0	0
CD38	0	0	0	0	0	8
TSSK1B	0	0	0	0	0	0
ZFX	3447	3519	3227	3998	4189	3867
ZFR	8428	7628	8018	9577	9291	9912
MIR4315-1	316	248	277	378	346	348
CD33	7	11	10	2	2	6
CD34	1	0	0	0	0	0
CD36	2350	2404	2217	2664	2623	2789
CD37	36	68	12	95	96	43
ZNF321P	6	5	4	7	12	6
APCDD1	0	0	0	0	0	0
TOPORS	1467	1478	1493	1623	1684	1767
PSD3	1005	731	784	1100	1166	982
PSD2	5	8	0	2	3	0
PSD4	80	48	68	68	86	85
R3HDM4	773	917	695	923	925	1004
R3HDM1	1247	1034	1134	1361	1635	1324
R3HDM2	584	560	547	665	725	635
LOC101927055	96	99	75	117	87	63
LOC101927057	1	3	2	2	11	13
LOC101927056	50	51	57	44	41	65
LOC101927051	0	1	0	1	0	4
BAALC-AS2	0	0	0	4	0	0
LOC101927058	0	0	0	0	0	0
ORMDL2	624	779	611	643	694	815
ORMDL3	587	605	651	665	725	715
ORMDL1	2173	2419	2261	2629	2526	3062
CD3D	0	1	0	0	0	0
CD3E	0	0	0	0	0	0
CD3G	0	0	0	0	0	0
ACADS	314	428	282	370	418	388
KAT2B	751	756	691	835	1037	802
KAT2A	2393	2318	2301	2789	2678	2724
SEC16A	5377	4466	4889	6305	6534	5791
SEC16B	0	0	0	0	0	0
ACADL	7	0	0	0	0	0
ACADM	1575	1676	1612	1638	1786	2057
SUCO	1283	1365	1288	1607	1493	1658
OR9K2	0	0	0	0	0	0
MIR539	0	0	0	0	0	0
LOC100506289	0	0	0	0	0	0
MADCAM1	6	18	3	11	15	5
MIR532	0	0	0	0	0	0
LOC102724020	0	0	0	0	0	0
LOC102724023	73	80	21	40	70	77
KCNK12	18	9	4	14	15	27
KCNK13	0	0	0	0	0	1
LOC101928557	0	0	0	0	0	0
CDC20B	0	0	0	1	1	0
ATOX1	611	652	488	606	724	790
ACAD8	528	639	624	650	665	689
ACAD9	1692	1747	1571	1859	1910	2139
UEVLD	546	624	555	651	677	750
MIR1256	0	0	0	0	1	0
LOC105369785	0	0	0	0	0	0
ADAMTS10	87	61	51	109	84	55
ADAMTS13	93	70	65	112	122	93
ADAMTS12	8	0	5	8	5	10
PLCE1	286	237	285	332	362	303
ADAMTS14	0	0	1	12	0	1
ADAMTS17	0	0	0	0	0	0
ADAMTS16	47	36	29	45	60	25
ADAMTS19	0	0	0	0	0	0
ADAMTS18	0	1	0	0	0	2
DEF6	8	2	4	39	18	10
MIR4659A	0	0	0	0	0	0
MIR4659B	0	0	0	0	0	0
DEF8	843	841	752	829	772	1015
ZSCAN29	1117	1166	1010	1188	1506	1321
GALT	247	289	171	221	218	244
GALP	0	0	0	0	0	0
SORD	1540	1491	1471	1786	1617	1998
GALE	1937	2538	2246	2267	2393	2783
LOC100049716	270	353	279	304	389	310
GALC	0	0	0	0	1	0
GALM	475	547	470	528	550	558
LINC01879	0	0	0	0	1	0
MIR1253	0	0	0	0	0	0
CSNK2B	49	65	48	48	56	91
FCGR3A	0	0	0	0	0	0
FCGR3B	0	0	0	0	0	0
CPDP1	0	0	0	0	0	0
ALDH1A1	0	0	0	0	0	0
ALDH1A2	4	6	0	0	1	0
ALDH1A3	0	0	0	0	0	0
SOX4	2062	1826	1687	2402	2448	2152
EYA4	3578	3312	3585	4130	4133	4339
EYA1	674	560	535	693	838	623
C9orf24	4	1	2	1	5	0
EYA3	991	842	1035	1021	1102	1205
EYA2	1	0	0	0	0	0
SVOPL	49	50	65	61	59	61
PIEZO2	1532	1193	1599	1780	1563	2008
ZNF891	117	97	86	155	185	131
KRTAP13-4	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
LOC254028	0	0	0	0	0	0
WFDC11	0	0	0	0	0	0
WFDC13	0	0	0	0	1	0
WFDC12	0	0	0	4	0	0
MIR4662B	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0
MIR4662A	0	0	0	0	0	0
FAM26F	8	7	5	6	2	4
FAM26D	0	0	0	0	0	0
FAM26E	4	0	0	0	0	1
FXYD6	0	0	0	0	0	0
FXYD7	1	0	0	0	1	0
FXYD4	1	0	0	1	0	0
FXYD5	3070	3079	3113	3115	2829	3628
FXYD2	0	0	0	0	0	0
MTBP	557	562	501	612	694	661
FXYD1	0	0	1	0	0	0
MAFK	2836	3114	2490	3569	4169	3127
MAFA	86	51	42	71	46	42
MAFB	485	263	381	471	332	617
IGFN1	0	4	0	0	0	0
MAFF	3125	3184	2785	3187	3172	3720
MAFG	7375	6490	5915	8352	8679	7953
RBPJ	2874	2788	2700	3234	3627	3229
CCR10	14	7	7	7	14	3
RBP1	103	130	126	101	144	138
RBP2	0	3	0	0	0	2
RBP3	0	0	0	0	0	0
RBP4	0	0	0	0	0	0
RBP5	78	48	47	73	121	70
RBP7	0	0	0	0	0	5
WDR53	427	506	451	479	559	525
TOB1-AS1	12	10	7	5	15	18
OR51A4	0	0	0	0	0	0
OR51A7	0	0	0	0	0	0
MAF1	4544	4710	4251	4842	4765	5819
DBH-AS1	2	0	1	0	0	0
CHTF8	5	3	5	18	13	20
ANXA2R	108	67	88	115	113	88
G6PC3	1745	2367	2013	2189	2152	2778
G6PC2	0	0	0	0	0	0
CTIF	1638	1677	1582	1963	2038	2135
HCG20	0	0	1	3	7	0
CYGB	3	5	11	14	31	9
GPRC5B	30	27	35	14	12	30
RCN3	29	41	35	44	53	37
RCN2	3085	4082	3304	3482	3465	4140
OR52A1	1	0	0	0	4	0
PSG9	25	31	18	19	11	35
RHOV	577	499	385	507	605	506
RHOU	39	21	54	53	48	41
RHOJ	0	0	0	0	0	0
RHOH	63	40	26	56	70	66
RHOC	1814	1935	1752	1967	1858	2286
RHOB	7951	8486	6659	8690	11374	8565
RHOA	22377	23409	22097	24269	24303	27695
RHOG	1779	1791	1589	1845	1763	2201
RHOF	432	407	410	521	521	535
RHOD	267	252	242	295	294	326
CIR1	981	1095	1110	983	1154	1197
OGFOD1	2464	2465	2350	2690	2732	2886
OGFOD3	833	899	543	938	1014	939
OGFOD2	11	4	11	21	13	20
CTNNA3	3	10	4	7	4	13
RNA5S9	0	0	0	0	0	0
RNA5S8	0	0	0	0	0	0
RNA5S5	0	0	0	0	0	0
RNA5S4	0	0	0	0	0	0
RNA5S7	0	0	0	0	0	0
RNA5S6	0	0	0	0	0	0
RNA5S1	0	0	0	0	0	0
RNA5S3	0	0	0	0	0	0
RNA5S2	0	0	0	0	0	0
ZNF488	9	2	11	17	4	3
COMMD3-BMI1	0	0	0	0	0	0
RASGRF1	5	1	3	2	0	6
RASGRF2	7	18	11	19	30	18
ZNF480	670	513	610	708	803	814
ZNF483	209	144	131	128	129	205
ZNF484	135	180	139	173	193	183
ZNF485	35	30	17	45	53	40
ZNF486	0	0	0	0	0	0
NCS1	1673	1548	1520	1831	1979	1966
LOC105376382	17	12	5	15	8	13
STYX	601	711	611	750	821	775
PRPF19	7752	7682	7870	8203	8417	9554
PRPF18	204	285	248	270	294	330
HIGD1A	1456	1413	1348	1418	1457	1739
HIGD1C	0	0	2	0	0	0
HIGD1B	9	11	8	9	13	18
IDNK	26	74	61	67	72	92
TRAF1	89	91	60	123	105	51
TRAF2	3282	3447	2829	3662	3939	3567
TRAF3	2063	2272	2311	2558	2504	2521
TRAF4	3680	3539	3872	4127	3542	4713
TRAF5	186	193	153	164	245	226
TRAF6	625	600	572	640	800	782
TRAF7	4454	4168	3806	5075	5180	5048
ESD	2394	2484	2500	2625	2712	3090
MIR4540	0	0	0	0	0	0
DSPP	1	0	0	0	0	0
SNORD138	8972	10242	9450	9748	9408	11713
MIR4296	0	0	0	0	0	0
MIR4297	0	0	0	0	0	0
METTL18	235	224	221	190	261	316
MIR4295	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0
MIR4293	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0
METTL12	134	216	164	158	218	242
SAMMSON	0	0	0	0	0	0
METTL16	2170	2079	1845	2414	2657	2594
METTL17	1501	1339	1393	1579	1656	1720
METTL14	639	623	567	743	689	628
METTL15	697	756	780	937	804	897
NPR1	309	283	332	296	280	371
NPR2	0	1	2	0	4	7
NPR3	9662	8993	8310	10860	11652	10533
SMIM11B	0	0	0	0	0	0
SMIM11A	0	0	1	2	4	0
TMEM184A	1024	1124	916	1197	1224	1342
TMEM184B	1768	1810	1680	1995	2075	2092
TMEM184C	1722	1606	1646	1906	2155	2217
LINC01310	0	0	0	0	0	0
LINC01314	0	0	1	1	2	4
LINC01315	80	123	103	130	131	106
MEF2C-AS2	0	4	0	0	0	1
LINC01318	0	0	0	0	0	0
OR5A2	0	0	0	0	0	0
OR5A1	0	0	0	0	0	0
NRSN1	0	0	0	0	0	0
NUAK2	514	448	518	547	592	652
POLR1A	2014	1773	1786	2410	2539	2169
POLR1B	2719	2669	2615	3324	3196	3264
POLR1C	1173	1057	1101	1113	1198	1172
POLR1D	3607	4033	3534	3737	3855	4601
POLR1E	2529	2403	2273	2558	2710	2637
DUS1L	3182	3648	3150	3576	3652	4043
POLE2	510	461	463	459	493	464
CXorf51B	0	0	0	0	0	0
CXorf51A	0	0	0	0	0	0
NR1H4	1	3	1	2	4	1
GRM5	0	0	0	0	0	0
GRM6	0	0	0	0	0	0
GRM7	2	1	5	2	1	0
GRM1	10	1	10	18	4	13
NR1H2	2074	2240	1682	2244	2239	2125
GRM3	1	0	0	1	4	2
HOXB8	2	8	1	2	5	0
HOXB9	132	113	112	158	223	173
HOXB2	4	0	4	0	0	1
HOXB3	39	38	23	23	35	36
HOXB1	0	0	0	0	0	0
HOXB6	41	41	60	94	71	113
HOXB7	322	445	344	358	373	416
HOXB4	0	0	4	0	0	0
HOXB5	14	12	33	27	22	21
BRD9P2	0	0	0	0	0	0
MIR1587	0	0	0	0	0	0
TSPY10	0	0	0	0	0	0
SPDEF	1	2	0	2	3	18
MAGOHB	879	913	855	949	873	1107
OR4E2	0	0	0	0	0	0
CTAG2	0	0	0	0	0	0
LOC105373146	0	1	0	1	2	7
TNRC6C-AS1	15	10	6	9	7	7
DYRK2	772	675	645	807	1014	936
DYRK4	178	250	207	213	217	243
NR2F6	1766	1807	1599	1942	1999	2195
NR2F1	586	427	443	626	562	587
ELL3	27	41	23	29	24	47
ELL2	7768	7560	7466	8474	9528	9520
OR4C46	0	0	0	0	0	0
CEP44	1130	1110	1099	1228	1237	1463
CEP41	138	118	130	123	229	202
FAM72B	319	283	264	318	274	263
UPK3BL	0	0	0	0	0	0
FAM72A	131	161	121	134	227	154
HSPE1	1164	1223	1135	1206	1156	1382
EBI3	27	40	16	34	20	45
CTTN	6361	6705	6606	7088	7532	8250
TTTY10	0	0	0	0	0	0
TTTY11	0	0	0	0	0	0
TTTY12	0	0	0	0	0	0
TTTY13	0	0	0	0	0	0
TTTY18	0	0	0	0	0	0
TTTY19	0	0	0	0	0	0
LOC105377247	0	0	0	0	0	0
LOC105377245	0	0	0	0	0	0
EIF2S1	4782	4465	4632	5070	5315	5598
